year,month,state,megawatt_hours
2022,2,AK,510260.5
2022,2,AL,6826948.2999999998
2022,2,AR,4005698.5
2022,2,AZ,5229574.3
2022,2,CA,16541601
2022,2,CO,4343201.5999999996
2022,2,CT,2214557.2000000002
2022,2,DC,805119.37
2022,2,DE,993851.98
2022,2,FL,18069369
2022,2,GA,10792840
2022,2,HI,653068.18000000005
2022,2,IA,4445730.4000000004
2022,2,ID,2002181
2022,2,IL,10919440
2022,2,IN,8410155.5
2022,2,KS,3204159.5
2022,2,KY,6453712.5999999996
2022,2,LA,7651403.5999999996
2022,2,MA,4267110.4000000004
2022,2,MD,4931672.7
2022,2,ME,1073457.5
2022,2,MI,7864373.2999999998
2022,2,MN,5459045.4000000004
2022,2,MO,6785084.0999999996
2022,2,MS,3936967.7
2022,2,MT,1390360.1
2022,2,NC,11704067
2022,2,ND,2109679.7999999998
2022,2,NE,2670284
2022,2,NH,909144.56
2022,2,NJ,5471064.2000000002
2022,2,NM,2012552.8
2022,2,NV,2584205.1
2022,2,NY,11551906
2022,2,OH,12156117
2022,2,OK,5195817.3
2022,2,OR,4375055.9000000004
2022,2,PA,12373821
2022,2,RI,570222.63
2022,2,SC,6498535
2022,2,SD,1168520.1000000001
2022,2,TN,9081211.6999999993
2022,2,TX,32486552
2022,2,UT,2406378.4
2022,2,VA,11021884
2022,2,VT,470333.17
2022,2,WA,7908868.5999999996
2022,2,WI,5583015
2022,2,WV,2799292.3
2022,2,WY,1382791.5
2022,1,AK,579642.48
2022,1,AL,7769298.4000000004
2022,1,AR,4189367.6
2022,1,AZ,5862685.5999999996
2022,1,CA,20356989
2022,1,CO,4756822.2
2022,1,CT,2610625.5
2022,1,DC,940338.91
2022,1,DE,1075149
2022,1,FL,18146580
2022,1,GA,12480191
2022,1,HI,727176.24
2022,1,IA,4949185.8
2022,1,ID,2277351.6
2022,1,IL,12371863
2022,1,IN,9004558.0999999996
2022,1,KS,3444919.6
2022,1,KY,7069729.0999999996
2022,1,LA,7994679
2022,1,MA,4437358.8
2022,1,MD,5994730.5999999996
2022,1,ME,1152799.1000000001
2022,1,MI,8844636.4000000004
2022,1,MN,6096483.9000000004
2022,1,MO,7474407.4000000004
2022,1,MS,4086920.6
2022,1,MT,1490329.6000000001
2022,1,NC,13578308
2022,1,ND,2296620.1
2022,1,NE,2864449.3
2022,1,NH,1023401
2022,1,NJ,6325768.0999999996
2022,1,NM,2228202.2000000002
2022,1,NV,2885721
2022,1,NY,12297357
2022,1,OH,13601888
2022,1,OK,5733027.2000000002
2022,1,OR,4950958.4000000004
2022,1,PA,13994033
2022,1,RI,636061.19999999995
2022,1,SC,7333161.7999999998
2022,1,SD,1263545.6000000001
2022,1,TN,8883656.5999999996
2022,1,TX,35159933
2022,1,UT,2680154.6
2022,1,VA,12080405
2022,1,VT,534212.38
2022,1,WA,9059449.6999999993
2022,1,WI,6267188.4000000004
2022,1,WV,3334679.5
2022,1,WY,1494835.5
2021,12,AK,582493.56000000006
2021,12,AL,6630640.5999999996
2021,12,AR,3735826.7
2021,12,AZ,5707407
2021,12,CA,20159177
2021,12,CO,4560692.2
2021,12,CT,2307975.5
2021,12,DC,823383.29
2021,12,DE,942578.51
2021,12,FL,18322563
2021,12,GA,10600262
2021,12,HI,754453.47
2021,12,IA,4505902.2
2021,12,ID,2135572
2021,12,IL,11034921
2021,12,IN,8032309
2021,12,KS,3111174.1
2021,12,KY,6107090.9000000004
2021,12,LA,7272523.2000000002
2021,12,MA,4000713.3
2021,12,MD,4958039.7
2021,12,ME,1048298.1
2021,12,MI,8235782.2000000002
2021,12,MN,5729224.0999999996
2021,12,MO,6171274.2000000002
2021,12,MS,3682163.1
2021,12,MT,1358065.9
2021,12,NC,10940507
2021,12,ND,2223800.6
2021,12,NE,2725734.2
2021,12,NH,940948.56
2021,12,NJ,5686663.5
2021,12,NM,2132652.4
2021,12,NV,2861207.9
2021,12,NY,11574876
2021,12,OH,12121380
2021,12,OK,4960195.7
2021,12,OR,5055838.4000000004
2021,12,PA,12204940
2021,12,RI,569922.46
2021,12,SC,6330518.4000000004
2021,12,SD,1147739.2
2021,12,TN,7946293.5
2021,12,TX,32824847
2021,12,UT,2694614.5
2021,12,VA,9966754.9000000004
2021,12,VT,482768.22
2021,12,WA,8564726.4000000004
2021,12,WI,5873034
2021,12,WV,2812515.7
2021,12,WY,1428248
2021,11,AK,531936.47
2021,11,AL,6484440.9000000004
2021,11,AR,3563077.4
2021,11,AZ,5335618.8
2021,11,CA,18705461
2021,11,CO,4275981.5999999996
2021,11,CT,2087367.3
2021,11,DC,817103.77
2021,11,DE,843651.1
2021,11,FL,16585833
2021,11,GA,10400218
2021,11,HI,765800.18
2021,11,IA,4155852.6
2021,11,ID,1798007.8
2021,11,IL,10358687
2021,11,IN,7761687
2021,11,KS,2997373.6
2021,11,KY,5883939.5999999996
2021,11,LA,7026415.7000000002
2021,11,MA,3904191.2
2021,11,MD,4542493.4000000004
2021,11,ME,841663.13
2021,11,MI,7736450.2000000002
2021,11,MN,5160258.7
2021,11,MO,5752219.9000000004
2021,11,MS,3569930.9
2021,11,MT,1185281.8
2021,11,NC,10300655
2021,11,ND,1948272.2
2021,11,NE,2468017
2021,11,NH,819883.58
2021,11,NJ,5226497.8
2021,11,NM,1967445.8
2021,11,NV,2646419.1
2021,11,NY,10673591
2021,11,OH,11536922
2021,11,OK,4704092.8
2021,11,OR,4127541.1
2021,11,PA,11085557
2021,11,RI,541305.51
2021,11,SC,5860823.7999999998
2021,11,SD,1012284.6
2021,11,TN,7324579.7999999998
2021,11,TX,31245758
2021,11,UT,2442903.1
2021,11,VA,10155654
2021,11,VT,433426.09
2021,11,WA,7152655.9000000004
2021,11,WI,5355776.4000000004
2021,11,WV,2731817.6
2021,11,WY,1310789.3
2021,10,AK,483952.07
2021,10,AL,6826882.7999999998
2021,10,AR,3892072
2021,10,AZ,6112508.5
2021,10,CA,20570550
2021,10,CO,4454753.5999999996
2021,10,CT,2034340.7
2021,10,DC,787870.19
2021,10,DE,843032.63
2021,10,FL,21289942
2021,10,GA,10872145
2021,10,HI,783026.64
2021,10,IA,4211283.7
2021,10,ID,1708312.6
2021,10,IL,10433990
2021,10,IN,7780126.2999999998
2021,10,KS,3198513.9
2021,10,KY,5769426
2021,10,LA,7141006.2000000002
2021,10,MA,3854622.6
2021,10,MD,4221430.4000000004
2021,10,ME,865844.16
2021,10,MI,7822571.9000000004
2021,10,MN,5139379.7
2021,10,MO,5802297.0999999996
2021,10,MS,3959246.9
2021,10,MT,1090243.7
2021,10,NC,10309383
2021,10,ND,1784940.4
2021,10,NE,2417647.4
2021,10,NH,819756.89
2021,10,NJ,5339353
2021,10,NM,2107924.2999999998
2021,10,NV,2912259.7
2021,10,NY,10966427
2021,10,OH,11695266
2021,10,OK,5034222.9000000004
2021,10,OR,3949831
2021,10,PA,10948116
2021,10,RI,570411.49
2021,10,SC,6541906.5
2021,10,SD,988383.51
2021,10,TN,7676127.0999999996
2021,10,TX,36334968
2021,10,UT,2499211
2021,10,VA,9542368
2021,10,VT,416989.62
2021,10,WA,6713379
2021,10,WI,5528066.5999999996
2021,10,WV,2523368.6
2021,10,WY,1268221.2
2021,9,AK,458087.31
2021,9,AL,7544612.0999999996
2021,9,AR,4599830.7
2021,9,AZ,8026648.7999999998
2021,9,CA,23517005
2021,9,CO,4968626.5999999996
2021,9,CT,2348547
2021,9,DC,821840.71
2021,9,DE,985801.04
2021,9,FL,23096580
2021,9,GA,12097314
2021,9,HI,760220.56
2021,9,IA,4296529
2021,9,ID,1913356.8
2021,9,IL,11536311
2021,9,IN,8469674.5
2021,9,KS,3849678
2021,9,KY,6334240.9000000004
2021,9,LA,7949324.5999999996
2021,9,MA,4602507.2
2021,9,MD,4826622.5
2021,9,ME,1027932.4
2021,9,MI,8068708.7999999998
2021,9,MN,5216690.8
2021,9,MO,6802702.2999999998
2021,9,MS,4517265.5
2021,9,MT,1116062
2021,9,NC,11936603
2021,9,ND,1729076.2
2021,9,NE,2691047.3
2021,9,NH,901677.53
2021,9,NJ,6044081.5
2021,9,NM,2342735.2999999998
2021,9,NV,3751799.7
2021,9,NY,12944002
2021,9,OH,12285434
2021,9,OK,6050315.0999999996
2021,9,OR,3946918.9
2021,9,PA,11986906
2021,9,RI,624956.71
2021,9,SC,6991529.0999999996
2021,9,SD,1053575.3999999999
2021,9,TN,9155826.6999999993
2021,9,TX,42491935
2021,9,UT,2781881.2
2021,9,VA,10289389
2021,9,VT,429512.19
2021,9,WA,6460519.5
2021,9,WI,5618332.5
2021,9,WV,2499881.9
2021,9,WY,1242118
2021,8,AK,458125.67
2021,8,AL,8523896.1999999993
2021,8,AR,4953237.5999999996
2021,8,AZ,9100584.5999999996
2021,8,CA,25923703
2021,8,CO,5664496.9000000004
2021,8,CT,2962637
2021,8,DC,1038740.3
2021,8,DE,1168185.3999999999
2021,8,FL,24564900
2021,8,GA,14020429
2021,8,HI,817600.1
2021,8,IA,4945474.5999999996
2021,8,ID,2399536.2999999998
2021,8,IL,13987283
2021,8,IN,9863479.4000000004
2021,8,KS,4315456.9000000004
2021,8,KY,7312158.2999999998
2021,8,LA,9153458.0999999996
2021,8,MA,5013543.5999999996
2021,8,MD,6003950.4000000004
2021,8,ME,1008884.2
2021,8,MI,10099376
2021,8,MN,6173686.2999999998
2021,8,MO,7985916
2021,8,MS,4853227
2021,8,MT,1312816.2
2021,8,NC,13925023
2021,8,ND,1903731.2
2021,8,NE,3234099.7
2021,8,NH,1068328.5
2021,8,NJ,7969762
2021,8,NM,2512097
2021,8,NV,4434774.3
2021,8,NY,13950118
2021,8,OH,14603250
2021,8,OK,6782774.9000000004
2021,8,OR,4541554
2021,8,PA,13748787
2021,8,RI,788434.86
2021,8,SC,8143153.0999999996
2021,8,SD,1213192.3999999999
2021,8,TN,9960218.6999999993
2021,8,TX,44066106
2021,8,UT,3171619
2021,8,VA,12037247
2021,8,VT,506270.58
2021,8,WA,7182499.2000000002
2021,8,WI,6756089.4000000004
2021,8,WV,2910440.8
2021,8,WY,1331423.2
2021,7,AK,452245.5
2021,7,AL,8219090
2021,7,AR,4732072.4000000004
2021,7,AZ,9217880.1999999993
2021,7,CA,26008727
2021,7,CO,5682165.9000000004
2021,7,CT,2511409.1
2021,7,DC,1048435
2021,7,DE,1180676.1000000001
2021,7,FL,23805916
2021,7,GA,13674493
2021,7,HI,803462.75
2021,7,IA,4883309
2021,7,ID,2859074.3
2021,7,IL,13283786
2021,7,IN,9358555.5
2021,7,KS,4079520
2021,7,KY,7059320.7000000002
2021,7,LA,8769976.0999999996
2021,7,MA,4759755.8
2021,7,MD,5991274.2000000002
2021,7,ME,997652.44
2021,7,MI,9479864.4000000004
2021,7,MN,6232704.7999999998
2021,7,MO,7719025.7000000002
2021,7,MS,4705324.5999999996
2021,7,MT,1360478.8
2021,7,NC,13403786
2021,7,ND,1924120.7
2021,7,NE,3190564.6
2021,7,NH,987679.37
2021,7,NJ,7838336.5999999996
2021,7,NM,2517884.2999999998
2021,7,NV,4698545.9000000004
2021,7,NY,13885712
2021,7,OH,14014129
2021,7,OK,6562098.5
2021,7,OR,4612611.5
2021,7,PA,13409587
2021,7,RI,726006.51
2021,7,SC,8144790.0999999996
2021,7,SD,1192617.3999999999
2021,7,TN,9596778
2021,7,TX,43056648
2021,7,UT,3452779.6
2021,7,VA,12135639
2021,7,VT,467433.63
2021,7,WA,7125181.4000000004
2021,7,WI,6551209.5999999996
2021,7,WV,2877005.2
2021,7,WY,1401373.3
2021,6,AK,438550.42
2021,6,AL,7509020
2021,6,AR,4093464
2021,6,AZ,8763973.0999999996
2021,6,CA,22326897
2021,6,CO,5027947.5999999996
2021,6,CT,2558488.2000000002
2021,6,DC,878417.09
2021,6,DE,1034493.9
2021,6,FL,22179217
2021,6,GA,12331914
2021,6,HI,755387
2021,6,IA,4646855.8
2021,6,ID,2671899.4
2021,6,IL,12468076
2021,6,IN,8705447.6999999993
2021,6,KS,3726857.3
2021,6,KY,6475918.2999999998
2021,6,LA,8132478.2000000002
2021,6,MA,4472300.3
2021,6,MD,5334859.0999999996
2021,6,ME,956250.84
2021,6,MI,9073242.3000000007
2021,6,MN,5896454
2021,6,MO,6968670.7999999998
2021,6,MS,4168980.2
2021,6,MT,1212610.7
2021,6,NC,11707723
2021,6,ND,1822513.3
2021,6,NE,2860279.6
2021,6,NH,965761.77
2021,6,NJ,6868123.0999999996
2021,6,NM,2344521
2021,6,NV,4100559.5
2021,6,NY,12040169
2021,6,OH,12852663
2021,6,OK,5941455.4000000004
2021,6,OR,4346500.0999999996
2021,6,PA,11887084
2021,6,RI,685682.82
2021,6,SC,7058509.0999999996
2021,6,SD,1096081.7
2021,6,TN,8415934
2021,6,TX,38331246
2021,6,UT,3170781.1
2021,6,VA,10701902
2021,6,VT,448750.99
2021,6,WA,6932618.5999999996
2021,6,WI,6200692.9000000004
2021,6,WV,2616469.2000000002
2021,6,WY,1300965.8999999999
2021,5,AK,459629.78
2021,5,AL,6591840.2999999998
2021,5,AR,3537663.3
2021,5,AZ,6831624.9000000004
2021,5,CA,18502393
2021,5,CO,4468916.0999999996
2021,5,CT,2002943.7
2021,5,DC,804774.76
2021,5,DE,842268.85
2021,5,FL,20326402
2021,5,GA,10686808
2021,5,HI,752872.17
2021,5,IA,4014429
2021,5,ID,2040873.4
2021,5,IL,10138714
2021,5,IN,7827266.2000000002
2021,5,KS,3028253.3
2021,5,KY,5666079.9000000004
2021,5,LA,7114051
2021,5,MA,3654263.6
2021,5,MD,4287079.8
2021,5,ME,849537.56
2021,5,MI,7726376.9000000004
2021,5,MN,5057774
2021,5,MO,5526303.5999999996
2021,5,MS,3632699.4
2021,5,MT,1096255.7
2021,5,NC,10096137
2021,5,ND,1745974.6
2021,5,NE,2337586.2000000002
2021,5,NH,801726.97
2021,5,NJ,5417715.5999999996
2021,5,NM,2043485.9
2021,5,NV,3211595.9
2021,5,NY,9967739.5
2021,5,OH,11466044
2021,5,OK,4893608.0999999996
2021,5,OR,3965446.7
2021,5,PA,10595696
2021,5,RI,537253.26
2021,5,SC,6290249.5
2021,5,SD,944791.36
2021,5,TN,7145286.4000000004
2021,5,TX,32479759
2021,5,UT,2528443.7999999998
2021,5,VA,9184613.9000000004
2021,5,VT,408265.54
2021,5,WA,6433525
2021,5,WI,5311118.8
2021,5,WV,2509000.6
2021,5,WY,1243748
2021,4,AK,483331.07
2021,4,AL,6161725.2000000002
2021,4,AR,3420085.2
2021,4,AZ,5743219.2999999998
2021,4,CA,15217344
2021,4,CO,4277661.4000000004
2021,4,CT,1913984.3
2021,4,DC,688295.02
2021,4,DE,802918.06
2021,4,FL,17973099
2021,4,GA,9749479.4000000004
2021,4,HI,690476.89
2021,4,IA,3919763.1
2021,4,ID,1848822.3
2021,4,IL,9398135.0999999996
2021,4,IN,7372234.4000000004
2021,4,KS,2729562.7
2021,4,KY,5425905.7999999998
2021,4,LA,6863788.4000000004
2021,4,MA,3711466.7
2021,4,MD,3948221.1
2021,4,ME,959547.33
2021,4,MI,7212904.7000000002
2021,4,MN,4849483.5
2021,4,MO,5380516.2000000002
2021,4,MS,3430313
2021,4,MT,1183236.2
2021,4,NC,9782297
2021,4,ND,1813320.5
2021,4,NE,2226883.7000000002
2021,4,NH,788915.7
2021,4,NJ,4907108
2021,4,NM,1894172.5
2021,4,NV,2713504.8
2021,4,NY,10190773
2021,4,OH,10823199
2021,4,OK,4519362.4000000004
2021,4,OR,3946869.2
2021,4,PA,10361515
2021,4,RI,517685.64
2021,4,SC,5781806.9000000004
2021,4,SD,984501.74
2021,4,TN,7134988.5999999996
2021,4,TX,30883261
2021,4,UT,2294225.6
2021,4,VA,8515117
2021,4,VT,404280.22
2021,4,WA,6961439.0999999996
2021,4,WI,5107539
2021,4,WV,2458565.7000000002
2021,4,WY,1251542.1000000001
2021,3,AK,542447.57999999996
2021,3,AL,6639535.0999999996
2021,3,AR,3839006.4
2021,3,AZ,5361323.0999999996
2021,3,CA,20509260
2021,3,CO,4495477.5999999996
2021,3,CT,2154069.7000000002
2021,3,DC,749300.41
2021,3,DE,900055.56
2021,3,FL,17951448
2021,3,GA,10435935
2021,3,HI,703355.19
2021,3,IA,4305806.3
2021,3,ID,1837460.8
2021,3,IL,10399202
2021,3,IN,7958276.5999999996
2021,3,KS,2949364.6
2021,3,KY,5882673
2021,3,LA,7003784.7000000002
2021,3,MA,3981438.2
2021,3,MD,4610140
2021,3,ME,991003.7
2021,3,MI,7825142.0999999996
2021,3,MN,5411621
2021,3,MO,5950616.5999999996
2021,3,MS,3775512.7
2021,3,MT,1284063.1000000001
2021,3,NC,10095545
2021,3,ND,1952161.5
2021,3,NE,2493298.7999999998
2021,3,NH,898896.31
2021,3,NJ,5646493.2000000002
2021,3,NM,1928035.6
2021,3,NV,2652421.7000000002
2021,3,NY,11057922
2021,3,OH,11688417
2021,3,OK,4720253.8
2021,3,OR,4449204.5999999996
2021,3,PA,11737229
2021,3,RI,591099.54
2021,3,SC,5808250.7000000002
2021,3,SD,1082959.5
2021,3,TN,7999724.9000000004
2021,3,TX,29922200
2021,3,UT,2434768.2000000002
2021,3,VA,9527524.6999999993
2021,3,VT,457452.18
2021,3,WA,8111273.5
2021,3,WI,5570908.0999999996
2021,3,WV,2750811.6
2021,3,WY,1354259.7
2021,2,AK,518868.34
2021,2,AL,6943584.4000000004
2021,2,AR,4078908.4
2021,2,AZ,5014097.8
2021,2,CA,15995009
2021,2,CO,4334007.7
2021,2,CT,2276851
2021,2,DC,763898.23
2021,2,DE,946248.61
2021,2,FL,17092996
2021,2,GA,10788990
2021,2,HI,624085.68999999994
2021,2,IA,4459673.2
2021,2,ID,1890333.2
2021,2,IL,11256339
2021,2,IN,8543367.6999999993
2021,2,KS,3376965.5
2021,2,KY,6456797.5
2021,2,LA,7246468.5999999996
2021,2,MA,4224519
2021,2,MD,5145274.2
2021,2,ME,947634.68
2021,2,MI,7818693.2999999998
2021,2,MN,5387242.7000000002
2021,2,MO,7308080.7999999998
2021,2,MS,3866604.2
2021,2,MT,1358510.3
2021,2,NC,11348337
2021,2,ND,2041194.3
2021,2,NE,2685172.6
2021,2,NH,906250.23999999999
2021,2,NJ,5919157.7000000002
2021,2,NM,1876639.4
2021,2,NV,2444341.2999999998
2021,2,NY,11700000
2021,2,OH,12479555
2021,2,OK,5174271.7
2021,2,OR,4332902.0999999996
2021,2,PA,12191918
2021,2,RI,579297.25
2021,2,SC,6301970
2021,2,SD,1161066.2
2021,2,TN,8801471.3000000007
2021,2,TX,28884418
2021,2,UT,2352635.7000000002
2021,2,VA,10540498
2021,2,VT,458475.03
2021,2,WA,7952912
2021,2,WI,5659040.5999999996
2021,2,WV,2889966.9
2021,2,WY,1338802.3999999999
2021,1,AK,539568.71
2021,1,AL,7565885.4000000004
2021,1,AR,4239314.5
2021,1,AZ,5851933.2999999998
2021,1,CA,18518763
2021,1,CO,4685063.4000000004
2021,1,CT,2468561
2021,1,DC,865929.48
2021,1,DE,990320.02
2021,1,FL,17872070
2021,1,GA,11917201
2021,1,HI,725005.08
2021,1,IA,4562867.2
2021,1,ID,2086120.7
2021,1,IL,11574958
2021,1,IN,8677189
2021,1,KS,3287512.4
2021,1,KY,6764935
2021,1,LA,7710715.9000000004
2021,1,MA,4480408.5999999996
2021,1,MD,5534348.0999999996
2021,1,ME,995121.27
2021,1,MI,8303983
2021,1,MN,5652906.7000000002
2021,1,MO,7103182
2021,1,MS,4116577.1
2021,1,MT,1353762.6
2021,1,NC,12424434
2021,1,ND,2085557.2
2021,1,NE,2552280.5
2021,1,NH,966600.66
2021,1,NJ,5664866.7999999998
2021,1,NM,2080038.4
2021,1,NV,2807660.5
2021,1,NY,12092374
2021,1,OH,12793036
2021,1,OK,5477418.9000000004
2021,1,OR,4607121.0999999996
2021,1,PA,13101226
2021,1,RI,628474.17000000004
2021,1,SC,6955357.7999999998
2021,1,SD,1150444.1000000001
2021,1,TN,9028789.5
2021,1,TX,35084583
2021,1,UT,2662160.2999999998
2021,1,VA,11293219
2021,1,VT,503187.02
2021,1,WA,8063738.2999999998
2021,1,WI,5885581.9000000004
2021,1,WV,3200612.9
2021,1,WY,1382005.9
2020,12,AK,555527.82999999996
2020,12,AL,7310507.0999999996
2020,12,AR,3854335.2
2020,12,AZ,5775382.0999999996
2020,12,CA,21726344
2020,12,CO,4711565.7
2020,12,CT,2385840.2999999998
2020,12,DC,844417.6
2020,12,DE,946976.88
2020,12,FL,17864979
2020,12,GA,11522873
2020,12,HI,753315.51
2020,12,IA,4435781.0999999996
2020,12,ID,2163571.2000000002
2020,12,IL,11248746
2020,12,IN,8277910.4000000004
2020,12,KS,3257378.5
2020,12,KY,6395482.0999999996
2020,12,LA,7147142.5999999996
2020,12,MA,4253069.0999999996
2020,12,MD,5328475.3
2020,12,ME,986471.16
2020,12,MI,8295290.4000000004
2020,12,MN,5683856.5999999996
2020,12,MO,6655101.0999999996
2020,12,MS,3764666.8
2020,12,MT,1314219.5
2020,12,NC,10958963
2020,12,ND,2043445.1
2020,12,NE,2691285.2
2020,12,NH,940583.81
2020,12,NJ,6193505.7999999998
2020,12,NM,2035315.9
2020,12,NV,2834594
2020,12,NY,11689626
2020,12,OH,12566670
2020,12,OK,5284889.3
2020,12,OR,4830691.7
2020,12,PA,12555633
2020,12,RI,615455.49
2020,12,SC,6249321.7000000002
2020,12,SD,1119023.3999999999
2020,12,TN,8123539.7000000002
2020,12,TX,34485276
2020,12,UT,2665550.4
2020,12,VA,10965171
2020,12,VT,486418.19
2020,12,WA,8289483.7000000002
2020,12,WI,5825054
2020,12,WV,3039401.4
2020,12,WY,1382178.7
2020,11,AK,523347.95
2020,11,AL,6154983.9000000004
2020,11,AR,3379526.2
2020,11,AZ,5460700.4000000004
2020,11,CA,16723704
2020,11,CO,4266646.8
2020,11,CT,2013664.5
2020,11,DC,753119.46
2020,11,DE,800336.64
2020,11,FL,18496541
2020,11,GA,9696910.6999999993
2020,11,HI,758084.72
2020,11,IA,4010089.1
2020,11,ID,1844845.7
2020,11,IL,9748157.6999999993
2020,11,IN,7549254.5999999996
2020,11,KS,2874389.3
2020,11,KY,5364656.8
2020,11,LA,6620024.9000000004
2020,11,MA,3732422.3
2020,11,MD,4176223.3
2020,11,ME,837562.89
2020,11,MI,7441310.7000000002
2020,11,MN,5052465.8
2020,11,MO,5529585.9000000004
2020,11,MS,3364541.2
2020,11,MT,1166774.6000000001
2020,11,NC,10209640
2020,11,ND,1887571.4
2020,11,NE,2388584.5
2020,11,NH,813144.42
2020,11,NJ,5160741.2
2020,11,NM,1858748.4
2020,11,NV,2638279.1
2020,11,NY,10516599
2020,11,OH,10789592
2020,11,OK,4518503.9000000004
2020,11,OR,4327367.7
2020,11,PA,10512899
2020,11,RI,519351.33
2020,11,SC,5920012.2999999998
2020,11,SD,997183.95
2020,11,TN,6908716.2999999998
2020,11,TX,30971483
2020,11,UT,2476605.7999999998
2020,11,VA,8953098.0999999996
2020,11,VT,425556.56
2020,11,WA,7057454.5
2020,11,WI,5254922.5999999996
2020,11,WV,2554094.5
2020,11,WY,1249181.2
2020,10,AK,479364.93
2020,10,AL,6477247.2999999998
2020,10,AR,3638051.2
2020,10,AZ,6801565.7000000002
2020,10,CA,23587976
2020,10,CO,4526367.3
2020,10,CT,2000055.2
2020,10,DC,735846.35
2020,10,DE,826420.21
2020,10,FL,21040061
2020,10,GA,10389551
2020,10,HI,797993.12
2020,10,IA,4043751.4
2020,10,ID,1778508.9
2020,10,IL,9955016.8000000007
2020,10,IN,7848707.0999999996
2020,10,KS,3104193.7
2020,10,KY,5430026.5999999996
2020,10,LA,6997023.9000000004
2020,10,MA,3795462.3
2020,10,MD,4022864.5
2020,10,ME,909204.52
2020,10,MI,7645687
2020,10,MN,5002615.0999999996
2020,10,MO,5599496.7000000002
2020,10,MS,3731021.1
2020,10,MT,1102941
2020,10,NC,10142571
2020,10,ND,1840975.1
2020,10,NE,2374620.4
2020,10,NH,804403.97
2020,10,NJ,5221921.8
2020,10,NM,2019722.8
2020,10,NV,3051284.3
2020,10,NY,10780312
2020,10,OH,11220680
2020,10,OK,4747581.8
2020,10,OR,3998805.2
2020,10,PA,10494350
2020,10,RI,552869.31999999995
2020,10,SC,6012099.5999999996
2020,10,SD,977186.44
2020,10,TN,7217882.4000000004
2020,10,TX,36093953
2020,10,UT,2555153.5
2020,10,VA,8444646.4000000004
2020,10,VT,414181.42
2020,10,WA,6628125.2999999998
2020,10,WI,5301658.5
2020,10,WV,2469520.2999999998
2020,10,WY,1245053.8
2020,9,AK,445398.9
2020,9,AL,7297992.2000000002
2020,9,AR,4258340
2020,9,AZ,8003825.9000000004
2020,9,CA,23975364
2020,9,CO,4784252.3
2020,9,CT,2203680.6
2020,9,DC,824767.47
2020,9,DE,917244.85
2020,9,FL,22955281
2020,9,GA,11816431
2020,9,HI,746896.77
2020,9,IA,4041533.3
2020,9,ID,1969803
2020,9,IL,10573982
2020,9,IN,8103915.7999999998
2020,9,KS,3447734.8
2020,9,KY,6025495
2020,9,LA,8174253.9000000004
2020,9,MA,4318927.7
2020,9,MD,4599762.8
2020,9,ME,945546.99
2020,9,MI,7642917.5999999996
2020,9,MN,4933452.7
2020,9,MO,6258056.2999999998
2020,9,MS,4439869.2
2020,9,MT,1131242.1000000001
2020,9,NC,11134533
2020,9,ND,1673748.5
2020,9,NE,2506527.1
2020,9,NH,868214
2020,9,NJ,6149658.7000000002
2020,9,NM,2170128.2000000002
2020,9,NV,3664848.9
2020,9,NY,12416358
2020,9,OH,11570300
2020,9,OK,5259891.8
2020,9,OR,3950047.7
2020,9,PA,11502720
2020,9,RI,621952.07999999996
2020,9,SC,6667053.9000000004
2020,9,SD,1005577.4
2020,9,TN,8948319.0999999996
2020,9,TX,39782779
2020,9,UT,2728826.5
2020,9,VA,9502814.5999999996
2020,9,VT,419176.22
2020,9,WA,6295497.7999999998
2020,9,WI,5300000.9000000004
2020,9,WV,2432603.6
2020,9,WY,1146968.6000000001
2020,8,AK,462605.38
2020,8,AL,8381163.5999999996
2020,8,AR,4683542.5999999996
2020,8,AZ,9843022.5
2020,8,CA,24001906
2020,8,CO,5567124
2020,8,CT,2664817.5
2020,8,DC,925385.69
2020,8,DE,1169642.2
2020,8,FL,24982873
2020,8,GA,13656160
2020,8,HI,773079.04000000004
2020,8,IA,4627915.9000000004
2020,8,ID,2510527.2000000002
2020,8,IL,13199727
2020,8,IN,9237584.6999999993
2020,8,KS,4079527.8
2020,8,KY,6781201
2020,8,LA,8705250.0999999996
2020,8,MA,5196301.4000000004
2020,8,MD,5760722.7999999998
2020,8,ME,1085968.7
2020,8,MI,9540755.9000000004
2020,8,MN,5925201.2999999998
2020,8,MO,7387035.2000000002
2020,8,MS,4735417
2020,8,MT,1257733.7
2020,8,NC,12827890
2020,8,ND,1790929.6
2020,8,NE,3138861.1
2020,8,NH,1018648.3
2020,8,NJ,7740897.9000000004
2020,8,NM,2478582.2999999998
2020,8,NV,4458305.5
2020,8,NY,14164865
2020,8,OH,13512245
2020,8,OK,6383329.0999999996
2020,8,OR,4473884.4000000004
2020,8,PA,13577593
2020,8,RI,761803.93
2020,8,SC,7832583.5
2020,8,SD,1166553.3999999999
2020,8,TN,9838066.1999999993
2020,8,TX,43718742
2020,8,UT,3380841.4
2020,8,VA,11616899
2020,8,VT,477343.34
2020,8,WA,6901603.0999999996
2020,8,WI,6336519.5
2020,8,WV,2869707.6
2020,8,WY,1275620.7
2020,7,AK,449823.31
2020,7,AL,8223479.9000000004
2020,7,AR,4524334.5
2020,7,AZ,9559073.8000000007
2020,7,CA,26098320
2020,7,CO,5526283.4000000004
2020,7,CT,3022023
2020,7,DC,1015128.4
2020,7,DE,1189166.3
